Date,SBI_Historical_Data Price,LUPN_Historical_Data Price,CIPL_Historical_Data Price,KTKM_Historical_Data Price,LART_Historical_Data Price,TISC_Historical_Data Price,HDFC_Historical_Data Price,WIPR_Historical_Data Price,BOSH_Historical_Data Price,JSTL_Historical_Data Price,SUN_Historical_Data Price,BHEL_Historical_Data Price,HDFC Historical Data Price,INFY_Historical_Data Price,TTPW_Historical_Data Price
"Nov 19, 2008",107.95,118.96,171.9,77.34,329.38,148.26,479.16,101.16,3452.5,22.04,104.12,169.88,279.86,154.49,65.35
"Nov 20, 2008",109.25,122.76,177.0,78.2,342.22,145.78,495.32,99.83,3448.15,21.11,104.14,169.31,274.72,156.61,61.17
"Nov 21, 2008",118.31,127.84,184.7,77.8,344.18,142.23,502.67,99.56,3410.25,21.87,110.08,181.03,270.04,166.0,60.88
"Nov 24, 2008",114.73,125.28,187.65,81.06,365.22,144.03,514.02,99.77,3366.55,22.29,112.28,178.53,283.32,155.86,63.06
"Nov 25, 2008",107.22,119.16,187.5,83.72,365.6,140.38,493.32,100.51,3328.2,22.95,113.45,181.58,292.78,156.2,62.82
"Nov 26, 2008",110.42,123.56,194.05,79.91,379.73,135.7,482.82,101.64,3245.35,23.82,112.02,188.39,287.66,150.46,63.19
"Nov 28, 2008",108.69,126.18,200.55,81.92,377.13,139.39,457.67,97.84,3113.05,23.76,110.36,183.22,278.25,152.84,64.57
"Dec 01, 2008",105.59,123.94,190.2,82.22,344.69,135.84,471.95,99.23,3103.1,24.52,111.89,181.29,282.76,146.41,62.34
"Dec 02, 2008",104.03,125.94,185.55,88.81,320.04,138.13,456.65,98.42,3129.3,25.23,111.94,183.31,301.87,145.44,62.16
"Dec 03, 2008",109.75,127.47,183.45,89.92,308.96,133.77,462.31,98.11,3197.1,23.73,109.96,186.84,287.26,139.13,62.49
"Dec 04, 2008",116.93,130.66,183.95,88.09,311.18,148.21,441.91,101.42,3193.5,22.43,107.3,178.67,302.24,146.92,65.97
"Dec 05, 2008",113.56,137.84,183.6,90.76,315.47,168.73,456.13,102.74,3196.8,21.57,110.28,191.01,324.81,148.35,64.55
"Dec 08, 2008",116.83,132.81,185.95,95.01,313.24,164.5,472.68,105.52,3191.5,21.06,107.58,191.71,321.39,146.58,66.32
"Dec 10, 2008",118.92,133.92,188.65,93.26,318.93,176.38,468.76,108.84,3210.8,21.89,114.2,187.03,327.14,147.22,70.66
"Dec 11, 2008",119.81,128.02,181.4,96.83,323.56,195.63,458.61,109.79,3211.8,21.04,115.68,181.95,322.39,154.26,70.54
"Dec 12, 2008",121.47,130.69,175.0,96.71,314.38,196.04,449.56,113.21,3205.1,21.25,114.32,180.31,309.08,152.69,72.45
"Dec 15, 2008",120.44,129.35,179.85,90.99,305.18,196.08,468.73,121.29,3201.8,21.0,107.34,173.35,306.59,149.86,70.98
"Dec 16, 2008",123.81,133.69,184.1,95.53,295.07,204.36,467.25,120.73,3210.25,20.56,104.64,179.59,309.47,143.43,72.1
"Dec 17, 2008",120.12,135.44,183.3,94.61,284.82,202.25,489.03,118.9,3122.45,20.14,104.63,183.19,304.15,147.88,67.84
"Dec 18, 2008",129.59,138.31,189.35,90.05,283.64,196.94,484.17,120.28,3162.5,19.55,104.67,181.65,298.74,140.7,70.15
"Dec 19, 2008",128.76,136.19,192.85,84.01,298.4,199.86,456.20,121.11,3136.05,18.66,104.86,186.82,295.59,143.58,71.11
"Dec 22, 2008",127.44,138.96,184.9,88.33,293.47,205.94,475.37,121.21,3195.8,19.39,105.89,187.77,292.7,145.57,71.48
"Dec 23, 2008",126.4,141.8,181.95,84.89,306.31,202.47,475.52,122.33,3275.3,20.45,109.04,191.63,289.47,140.75,70.66
"Dec 24, 2008",128.64,137.98,181.1,88.01,294.2,199.37,463.92,123.04,3284.35,20.82,111.8,196.11,299.86,137.02,70.01
"Dec 26, 2008",124.42,138.96,182.3,90.46,292.42,195.68,453.21,128.8,3304.85,21.1,109.64,191.99,305.91,136.71,70.36
"Dec 29, 2008",127.17,140.8,183.6,89.33,290.51,190.33,435.82,129.35,3395.85,19.64,110.56,188.89,297.51,139.5,70.08
"Dec 30, 2008",128.88,147.2,184.2,92.72,283.04,193.3,440.89,129.46,3385.75,18.95,106.75,179.22,300.96,141.57,71.36
"Dec 31, 2008",128.82,142.86,186.9,97.94,283.87,193.3,435.71,127.16,3408.7,19.92,105.47,181.16,308.99,145.98,72.22
"Jan 01, 2009",131.58,143.41,192.6,99.33,299.73,195.14,433.17,131.3,3407.05,19.62,104.82,183.87,325.67,147.74,75.62
"Jan 02, 2009",133.0,146.22,191.5,96.75,309.93,205.85,426.24,131.36,3414.55,21.05,103.89,180.5,336.85,147.19,74.34
"Jan 05, 2009",136.12,145.79,190.95,90.95,306.29,206.66,461.69,131.53,3389.2,22.45,103.77,186.35,325.62,145.85,80.11
"Jan 06, 2009",132.42,146.42,192.7,86.12,303.2,220.56,465.32,135.21,3438.0,22.39,102.26,188.35,329.47,145.6,77.65
"Jan 07, 2009",123.87,152.78,185.55,82.36,311.6,222.05,439.61,134.34,3537.5,21.98,100.28,186.6,324.36,137.57,76.76
"Jan 09, 2009",121.59,158.27,187.9,80.99,296.13,210.26,436.02,133.43,3523.15,22.53,102.19,180.27,310.69,138.13,72.22
"Jan 12, 2009",115.69,155.01,186.65,84.4,292.91,193.03,433.11,135.9,3680.0,23.24,101.93,182.31,316.22,139.88,70.2
"Jan 13, 2009",117.72,154.99,184.85,76.51,290.69,180.25,417.76,134.49,3717.2,21.5,101.44,176.04,306.9,138.34,72.58
"Jan 14, 2009",119.98,156.72,187.8,78.89,284.73,182.54,406.55,130.87,3782.35,21.36,99.42,184.09,313.09,142.39,73.96
"Jan 15, 2009",114.67,149.91,182.0,77.84,276.67,192.08,428.23,131.98,3908.15,20.86,97.16,185.82,309.3,140.4,71.15
"Jan 16, 2009",116.55,156.35,183.1,76.04,277.98,178.0,440.87,130.09,3925.45,20.85,97.62,180.76,296.66,145.45,74.63
"Jan 19, 2009",114.74,168.54,180.7,73.42,272.2,183.71,416.31,133.0,3866.75,19.71,99.76,176.06,274.45,144.92,73.53
"Jan 20, 2009",111.23,164.15,178.15,69.16,271.47,187.36,392.98,134.97,3897.6,18.43,102.16,174.37,280.04,147.28,74.3
"Jan 21, 2009",108.19,175.04,179.85,64.05,271.76,175.48,391.05,138.21,3857.55,18.51,97.86,178.49,277.68,149.25,68.86
"Jan 22, 2009",108.91,174.82,172.85,65.04,259.8,169.76,377.77,143.55,3847.2,18.47,102.55,180.78,289.28,143.83,68.93
"Jan 23, 2009",104.17,172.52,186.65,68.88,255.47,161.26,343.84,146.91,3802.15,18.8,102.18,179.84,300.92,152.31,68.45
"Jan 27, 2009",108.86,172.52,191.55,69.81,257.93,149.7,363.50,149.86,3800.7,17.17,100.08,182.07,305.95,161.67,71.46
"Jan 28, 2009",111.05,173.08,194.2,70.88,252.69,155.05,367.89,148.72,3815.05,17.05,99.29,185.71,307.35,155.24,72.47
"Jan 29, 2009",109.69,170.07,190.95,68.29,257.84,159.14,342.52,145.2,3880.5,17.8,99.69,193.55,284.69,157.18,73.4
"Jan 30, 2009",115.22,167.8,192.0,67.8,249.69,164.95,360.23,147.37,3900.0,17.73,102.01,193.16,286.52,156.52,73.48
"Feb 02, 2009",109.56,166.77,192.05,67.84,256.0,166.16,355.31,146.2,3882.45,17.42,103.62,188.31,288.49,155.24,72.37
"Feb 03, 2009",109.13,161.9,192.7,65.25,273.31,155.14,375.67,145.16,3864.15,16.32,108.25,195.57,277.93,151.78,72.71
"Feb 04, 2009",109.69,163.44,195.1,66.45,278.29,153.61,395.38,145.53,3871.55,16.55,106.86,186.84,282.54,152.66,72.81
"Feb 05, 2009",109.39,167.21,194.1,68.28,274.24,161.21,381.01,146.27,3865.85,18.13,106.14,184.15,298.23,149.4,71.7
"Feb 06, 2009",111.83,168.73,191.15,70.28,282.6,163.78,351.62,145.5,3900.4,18.5,107.52,186.06,301.02,155.28,72.66
"Feb 09, 2009",114.75,169.43,192.3,68.78,270.91,167.51,314.67,142.96,4005.15,18.43,107.95,184.29,305.94,159.58,75.15
"Feb 10, 2009",116.41,164.92,194.35,68.19,260.04,179.57,292.27,143.46,3961.8,18.3,108.22,181.99,305.19,162.48,76.58
"Feb 11, 2009",115.89,167.8,192.25,70.05,268.76,177.23,309.79,145.65,3970.65,18.29,111.23,181.49,308.13,162.05,77.97
"Feb 12, 2009",115.95,174.84,191.05,66.81,270.18,171.25,300.41,147.03,3989.3,18.67,106.53,183.95,299.58,158.7,76.74
"Feb 13, 2009",119.4,172.73,191.65,64.95,277.04,166.88,352.91,147.37,3955.9,20.09,106.88,186.87,286.49,159.06,76.88
"Feb 16, 2009",113.6,168.17,189.95,64.01,293.93,174.71,378.33,146.29,3947.35,19.25,106.89,186.17,272.86,158.95,74.88
"Feb 17, 2009",110.03,172.09,189.25,63.12,302.22,165.62,383.28,149.24,4000.25,19.43,111.38,184.18,278.53,155.75,71.98
"Feb 18, 2009",107.08,168.49,192.55,61.34,289.31,154.47,350.19,149.8,3964.4,20.3,112.71,181.99,270.73,159.85,72.56
"Feb 19, 2009",105.95,170.28,191.8,62.5,298.96,153.93,331.36,151.72,3996.0,23.09,114.69,177.69,257.8,162.73,72.56
"Feb 20, 2009",104.66,163.54,188.9,63.24,298.89,155.19,340.10,149.34,3971.2,21.36,121.14,171.24,250.88,162.27,71.17
"Feb 24, 2009",102.83,164.05,186.05,62.84,318.78,151.23,354.80,152.63,4011.1,23.18,123.62,175.01,242.33,161.46,71.14
"Feb 25, 2009",103.78,166.52,186.8,64.81,342.38,144.48,331.31,149.52,4017.0,24.99,120.56,173.39,253.84,155.59,71.84
"Feb 26, 2009",102.42,169.01,192.35,61.49,358.49,146.1,327.55,153.57,3966.25,30.44,118.26,178.98,247.39,155.23,70.53
"Feb 27, 2009",102.71,173.62,191.1,59.27,368.38,146.86,311.64,158.64,3990.3,31.16,121.99,183.21,240.09,151.48,70.1
"Mar 02, 2009",99.53,178.54,190.65,58.49,366.22,155.1,299.66,160.01,4255.65,30.57,118.03,187.17,232.32,145.59,68.68
"Mar 03, 2009",97.58,168.68,192.05,54.08,390.58,143.4,283.85,160.42,4190.3,34.72,117.53,186.49,229.95,146.19,64.27
"Mar 04, 2009",95.75,165.22,202.5,56.79,369.56,140.11,273.22,157.84,4128.3,35.8,119.53,194.48,244.67,149.92,65.07
"Mar 05, 2009",93.45,163.42,201.75,55.67,385.11,141.01,257.96,151.09,4103.9,36.78,122.96,188.35,251.16,145.99,61.77
"Mar 06, 2009",94.08,165.48,203.3,57.83,392.84,136.87,279.86,148.98,4020.85,33.09,122.58,183.99,256.67,147.03,61.66
"Mar 09, 2009",89.68,166.14,201.45,60.94,379.47,141.15,274.72,145.75,4029.3,31.64,127.53,188.34,276.01,150.99,60.1
"Mar 12, 2009",91.09,169.66,203.75,62.55,367.62,137.05,270.04,151.27,4154.5,32.53,128.81,192.58,277.73,153.29,58.59
"Mar 13, 2009",95.31,164.71,203.05,62.69,384.16,140.34,283.32,153.21,4103.7,31.63,129.1,197.78,272.81,152.7,63.97
"Mar 16, 2009",98.78,166.81,201.4,63.96,393.89,150.01,292.78,151.59,4023.25,31.38,129.74,209.35,270.75,151.19,65.12
"Mar 17, 2009",94.96,161.63,200.55,67.36,403.64,151.95,287.66,151.14,4041.95,34.21,128.86,206.85,277.6,148.53,65.31
"Mar 18, 2009",96.09,160.01,199.7,64.29,387.84,151.77,278.25,151.25,4167.8,34.08,128.57,196.56,281.96,148.72,63.74
"Mar 19, 2009",96.82,158.62,196.95,67.89,390.91,158.65,282.76,154.1,4174.45,33.38,129.17,200.58,305.76,146.58,63.93
"Mar 20, 2009",95.36,159.35,197.4,67.15,423.29,155.86,301.87,154.73,4126.55,31.55,130.15,196.27,312.89,151.22,64.31
"Mar 23, 2009",102.34,164.46,201.8,69.53,435.0,158.47,287.26,152.08,4140.0,33.66,129.04,204.25,319.45,149.08,67.32
"Mar 24, 2009",103.47,172.12,203.35,73.49,431.36,174.94,302.24,155.28,4125.0,36.17,126.48,204.25,330.65,152.27,66.68
"Mar 25, 2009",105.0,178.33,203.55,75.42,438.53,168.59,324.81,155.87,4140.0,39.77,129.81,202.21,317.83,160.86,71.43
"Mar 26, 2009",109.38,180.59,207.95,67.11,440.36,175.52,321.39,159.28,4114.0,38.06,139.98,199.63,290.11,159.71,75.41
"Mar 27, 2009",112.53,182.83,219.0,70.74,427.96,184.3,327.14,164.36,4100.0,42.94,137.76,203.37,282.24,156.95,75.45
"Mar 30, 2009",102.2,179.39,216.6,74.94,436.4,201.12,322.39,164.8,4111.0,41.01,130.78,222.65,301.16,158.5,73.73
"Mar 31, 2009",106.66,187.3,219.75,85.1,431.98,176.51,309.08,160.2,4130.6,42.38,126.95,216.88,316.5,160.88,73.85
"Apr 01, 2009",107.39,193.23,218.85,92.84,420.98,185.38,306.59,153.21,4098.85,41.8,128.97,219.47,339.84,160.75,76.68
"Apr 02, 2009",114.53,188.75,225.1,90.08,439.18,188.84,309.47,157.07,4162.25,41.31,131.74,219.9,341.82,165.11,81.72
"Apr 06, 2009",112.89,190.38,220.8,92.54,549.84,202.34,304.15,157.73,4215.0,40.74,130.68,218.85,340.62,163.8,82.79
"Apr 08, 2009",112.39,189.71,231.85,99.88,598.33,212.24,298.74,157.9,4349.1,41.82,131.87,211.07,337.24,166.06,84.64
"Apr 09, 2009",114.04,188.88,226.85,106.3,604.16,218.22,295.59,158.89,4267.25,47.51,131.84,216.16,354.31,171.04,85.33
"Apr 13, 2009",121.79,181.89,226.85,98.89,552.27,235.05,292.70,156.4,4255.8,47.86,120.97,218.55,350.67,166.79,87.46
"Apr 15, 2009",129.56,189.18,241.55,99.86,578.4,254.58,289.47,162.47,4220.35,50.59,121.85,222.73,358.55,161.39,86.71
"Apr 16, 2009",126.17,188.22,238.45,99.62,579.87,263.98,299.86,164.8,4211.1,49.44,122.97,213.55,350.81,164.19,83.7
"Apr 17, 2009",130.63,185.37,229.85,96.33,557.67,242.2,305.91,166.8,4200.5,50.2,125.47,220.23,349.45,170.37,84.95
"Apr 20, 2009",129.59,187.53,223.0,92.36,582.85,232.44,297.51,167.73,4181.55,51.13,130.66,227.59,347.32,176.03,82.92
"Apr 21, 2009",125.53,186.45,233.9,97.64,596.36,236.53,300.96,169.33,4109.1,50.03,134.19,230.7,352.02,175.37,84.92
"Apr 22, 2009",123.26,194.81,226.95,99.31,624.71,219.84,308.99,170.02,4299.8,51.59,133.47,226.87,360.92,176.75,82.13
"Apr 23, 2009",126.57,195.18,231.05,98.55,621.22,217.01,325.67,170.15,4193.35,54.97,133.59,227.49,360.75,176.98,82.56
"Apr 24, 2009",130.78,198.9,239.35,91.11,627.27,236.49,336.85,171.35,4201.65,55.08,132.48,219.67,334.21,174.78,85.35
"Apr 27, 2009",128.22,199.1,243.7,96.39,626.38,234.82,325.62,170.4,4213.6,56.73,133.97,214.11,346.3,169.98,83.41
"Apr 28, 2009",124.0,202.22,238.75,106.29,647.07,228.08,329.47,170.52,4294.05,56.8,131.81,225.07,391.52,166.83,80.93
"Apr 29, 2009",127.77,195.86,240.7,113.66,675.25,210.84,324.36,170.43,4341.0,58.66,127.93,224.42,371.8,173.29,86.27
"May 04, 2009",136.62,194.92,238.25,106.38,657.45,214.22,310.69,166.64,4356.45,58.7,132.15,221.73,349.71,172.81,87.28
"May 05, 2009",134.37,194.77,235.8,110.12,699.47,236.67,316.22,164.73,4455.6,58.48,129.67,227.65,363.2,168.97,86.99
"May 06, 2009",132.37,193.15,227.45,108.88,726.07,257.5,306.90,165.8,4406.7,50.86,131.66,276.91,347.98,171.28,88.07
"May 07, 2009",136.69,196.52,230.45,110.4,722.09,243.55,313.09,167.62,4357.4,55.49,131.35,288.65,342.06,179.88,87.8
"May 08, 2009",132.51,198.66,226.4,120.85,703.31,264.88,309.30,167.11,4322.3,58.27,128.41,272.06,368.27,179.65,86.88
"May 11, 2009",126.07,200.09,218.05,121.17,669.82,254.22,296.66,168.56,4335.3,63.48,128.11,261.91,379.42,178.08,87.08
"May 12, 2009",129.54,207.25,220.35,124.78,678.47,244.45,274.45,168.04,4336.4,70.67,134.51,264.26,373.19,177.44,87.37
"May 13, 2009",126.22,208.19,221.9,126.74,651.8,247.87,280.04,168.08,4387.05,67.06,129.84,266.65,387.18,187.18,86.07
"May 14, 2009",126.78,207.17,229.9,149.95,629.02,238.78,277.68,170.73,4391.35,68.27,114.05,265.73,468.32,201.93,85.31
"May 15, 2009",131.22,206.92,230.65,167.55,664.93,238.06,289.28,172.76,4432.2,63.24,110.03,277.09,468.86,196.21,87.68
"May 18, 2009",157.79,203.03,251.75,165.29,671.29,244.86,300.92,170.95,4419.2,57.34,109.09,282.34,442.0,195.11,101.32
"May 19, 2009",175.44,195.51,228.2,154.31,660.42,285.22,305.95,169.89,4420.15,60.51,111.83,289.99,419.86,192.57,101.48
"May 20, 2009",178.02,193.41,228.8,160.78,670.6,296.2,307.35,173.67,4424.2,58.48,114.58,283.41,424.43,188.6,102.33
"May 21, 2009",171.43,192.74,216.5,170.75,678.96,334.13,284.69,173.74,4432.05,56.45,115.07,282.3,417.51,188.22,100.23
"May 22, 2009",173.17,196.0,222.3,157.74,716.09,329.27,286.52,177.14,4484.4,58.83,113.02,284.12,416.49,198.24,100.81
"May 25, 2009",171.99,201.95,223.85,164.9,717.8,326.88,288.49,177.48,4469.95,59.35,114.33,289.63,434.63,195.2,103.87
"May 26, 2009",168.79,201.78,220.65,170.71,697.02,331.79,277.93,177.95,4485.5,62.38,114.23,304.99,436.4,194.36,102.5
"May 27, 2009",179.06,207.89,222.15,170.04,699.67,324.86,282.54,179.01,4601.4,63.31,116.96,297.45,437.17,197.54,104.98
"May 28, 2009",182.89,211.78,223.5,169.96,694.93,335.88,298.23,178.98,4604.15,61.6,112.09,299.84,459.71,223.25,105.91
"May 29, 2009",186.91,209.0,222.95,164.95,714.53,345.2,301.02,182.77,4650.0,62.2,114.97,313.71,478.99,193.34,103.29
"Jun 01, 2009",187.98,209.51,218.75,166.38,650.67,365.62,305.94,182.98,4650.65,61.69,117.72,302.86,477.41,189.86,104.79
"Jun 02, 2009",190.95,215.46,222.35,170.57,667.05,394.1,305.19,179.59,4649.35,61.53,121.56,295.45,486.89,186.33,101.27
"Jun 03, 2009",187.32,220.02,231.6,169.09,628.07,426.59,308.13,179.58,4606.35,57.66,121.67,288.43,483.81,188.79,101.61
"Jun 04, 2009",187.59,215.53,234.15,160.93,617.51,439.05,299.58,179.11,4620.4,57.62,124.49,287.43,465.51,187.4,100.51
"Jun 05, 2009",181.79,217.58,233.5,170.69,604.16,423.58,286.49,182.86,4636.25,53.76,124.47,278.65,471.08,191.94,104.35
"Jun 08, 2009",169.51,213.53,230.8,180.59,591.27,417.46,272.86,185.81,4603.1,52.72,125.65,271.06,470.0,196.96,104.26
"Jun 09, 2009",176.33,212.91,232.5,175.47,610.09,374.85,278.53,182.74,4604.05,51.72,125.47,278.73,469.22,195.83,110.04
"Jun 10, 2009",175.68,224.15,239.55,167.88,635.62,394.64,270.73,178.63,4610.4,48.41,127.41,279.4,456.28,199.06,117.12
"Jun 11, 2009",169.62,227.01,239.35,164.54,612.45,395.5,257.80,176.4,4605.25,52.99,124.59,284.81,457.71,207.92,115.08
"Jun 12, 2009",163.7,227.96,251.15,171.5,631.02,406.97,250.88,174.58,4601.15,56.85,124.47,292.42,461.54,209.43,113.24
"Jun 15, 2009",164.2,227.37,254.55,162.01,648.0,410.17,242.33,183.11,4604.65,57.94,125.39,284.43,456.3,203.58,109.93
"Jun 16, 2009",171.41,227.4,260.9,159.36,653.91,390.59,253.84,188.63,4603.6,60.03,118.83,293.53,454.57,202.14,113.95
"Jun 17, 2009",166.34,233.95,257.6,157.57,643.22,405.76,247.39,195.43,4603.8,60.3,114.53,298.04,458.94,210.7,113.99
"Jun 18, 2009",170.22,242.49,256.2,155.19,661.65,375.25,240.09,193.69,4601.8,60.65,117.19,293.91,460.34,216.05,113.56
"Jun 19, 2009",172.44,254.72,265.45,149.78,666.13,350.06,232.32,197.07,4607.1,59.44,117.67,295.62,471.09,222.59,112.36
"Jun 22, 2009",169.47,251.99,261.1,152.05,666.45,370.53,229.95,194.42,4625.65,61.98,115.91,286.65,461.85,224.33,106.87
"Jun 23, 2009",170.84,246.97,258.6,154.32,664.2,362.25,244.67,191.24,4750.25,62.92,118.23,290.94,475.62,217.15,108.96
"Jun 24, 2009",171.65,260.23,264.5,162.5,650.02,360.31,251.16,186.96,4705.65,68.39,120.04,280.33,487.1,214.36,109.34
"Jun 25, 2009",170.43,252.45,256.9,167.78,662.05,365.85,256.67,184.52,4627.8,68.35,119.95,284.84,474.39,212.71,111.37
"Jun 26, 2009",174.9,253.45,261.3,158.03,669.6,358.11,276.01,183.15,4702.65,68.7,118.86,272.89,469.08,213.89,112.26
"Jun 29, 2009",176.51,255.92,261.8,160.66,675.29,349.07,277.73,172.55,5044.4,68.83,120.57,269.5,469.19,212.25,111.11
"Jun 30, 2009",174.21,258.7,253.3,161.19,675.31,357.39,272.81,177.41,5049.65,69.75,123.86,264.62,480.11,214.03,110.95
"Jul 01, 2009",177.98,256.58,245.05,161.78,673.25,351.67,270.75,170.68,4948.95,74.52,124.31,261.58,517.25,219.56,110.58
"Jul 02, 2009",175.89,249.77,248.5,149.19,660.53,355.45,277.60,176.02,4924.0,72.86,122.29,272.92,470.71,219.07,112.83
"Jul 03, 2009",181.06,239.85,260.35,150.09,651.31,378.09,281.96,172.54,4903.25,71.31,118.15,290.14,472.84,216.71,114.49
"Jul 06, 2009",165.5,250.52,260.05,142.4,639.36,394.42,305.76,177.11,4959.75,71.86,117.93,292.71,464.05,217.97,106.31
"Jul 07, 2009",163.63,247.8,257.25,142.51,642.0,356.76,312.89,172.6,4919.7,70.08,116.44,297.07,461.35,218.16,105.28
"Jul 08, 2009",158.7,250.18,256.75,139.49,631.91,358.24,319.45,168.96,4931.75,67.25,118.82,303.41,439.83,226.6,104.27
"Jul 09, 2009",160.19,234.44,261.55,138.79,664.8,326.25,330.65,170.81,4925.15,69.02,118.46,295.32,441.48,221.12,106.11
"Jul 10, 2009",154.36,246.62,262.05,145.79,660.53,327.74,317.83,167.83,4828.6,67.52,118.93,286.79,473.6,220.32,102.9
"Jul 13, 2009",154.61,245.25,267.9,150.66,627.51,318.02,290.11,172.01,4808.35,72.71,119.23,288.99,485.44,222.64,100.9
"Jul 14, 2009",158.26,245.82,272.1,155.51,656.78,304.97,282.24,170.78,4800.0,73.55,120.82,293.76,475.41,222.82,102.3
"Jul 15, 2009",163.39,252.0,272.15,160.36,658.22,322.34,301.16,172.83,4701.35,68.33,121.6,301.44,503.21,223.87,106.54
"Jul 16, 2009",160.74,263.86,276.05,168.01,658.76,342.14,316.50,173.93,4605.3,70.94,120.43,301.67,501.48,218.42,105.47
"Jul 17, 2009",167.47,264.61,279.7,160.99,659.36,346.55,339.84,176.48,4644.3,68.82,119.0,298.45,504.38,215.53,110.77
"Jul 20, 2009",172.12,270.03,282.45,156.41,689.18,353.43,341.82,176.56,4742.05,69.62,118.06,293.69,482.06,211.63,111.56
"Jul 21, 2009",170.84,265.74,282.9,160.24,699.38,351.94,340.62,176.08,4803.65,70.14,119.0,297.07,490.48,208.05,108.94
"Jul 22, 2009",169.35,268.1,271.35,158.97,700.11,370.53,337.24,175.58,4781.4,71.63,118.77,312.36,482.41,213.46,108.12
"Jul 23, 2009",172.59,264.09,284.25,167.22,711.05,358.42,354.31,175.99,4711.95,71.55,120.59,310.97,473.15,219.53,110.48
"Jul 24, 2009",169.85,264.41,283.45,165.54,717.6,373.23,350.67,178.01,4636.0,72.34,122.45,308.23,474.87,224.7,113.18
"Jul 27, 2009",170.96,269.9,284.05,155.94,696.71,395.86,358.55,176.91,4669.05,71.08,121.56,303.06,472.58,222.2,119.38
"Jul 28, 2009",168.05,270.71,282.95,157.14,688.91,411.56,350.81,176.68,4726.5,70.89,121.64,290.61,492.95,222.63,122.13
"Jul 29, 2009",165.65,270.84,274.95,163.47,681.56,422.0,349.45,178.4,4802.25,69.14,120.68,286.51,506.19,231.46,125.69
"Jul 30, 2009",172.28,267.86,279.25,166.88,673.78,397.66,347.32,184.36,4729.2,67.37,120.49,286.45,505.35,244.49,124.86
"Jul 31, 2009",181.4,266.41,275.7,175.8,697.13,407.74,352.02,184.12,4747.8,66.57,120.64,288.0,499.79,240.99,125.65
"Aug 03, 2009",184.65,266.42,281.95,186.45,709.87,416.38,360.92,182.82,4717.45,67.12,121.76,296.57,493.71,238.09,131.07
"Aug 04, 2009",185.66,266.58,272.3,183.64,718.89,435.18,360.75,181.05,4723.8,69.29,122.52,293.51,482.11,242.92,125.28
"Aug 05, 2009",184.47,266.02,274.95,177.06,711.62,427.49,334.21,183.81,4746.65,72.53,122.08,291.07,475.64,248.49,126.65
"Aug 06, 2009",179.72,274.73,276.05,179.85,711.76,425.74,346.30,184.68,4703.05,73.67,120.11,299.1,465.72,251.5,124.18
"Aug 07, 2009",174.19,272.06,273.0,181.94,723.53,409.27,391.52,183.89,4676.65,73.08,120.47,295.13,460.54,247.67,118.25
"Aug 10, 2009",171.19,274.89,281.65,178.49,714.56,410.53,371.80,187.08,4652.2,73.67,121.17,300.15,457.82,246.14,120.75
"Aug 11, 2009",172.97,279.63,280.3,188.55,724.18,410.35,349.71,186.8,4648.2,73.45,122.47,306.37,472.5,249.77,122.93
"Aug 12, 2009",170.24,275.81,284.3,184.09,724.42,416.78,363.20,191.86,4606.55,74.49,131.1,312.47,462.16,256.02,121.01
"Aug 13, 2009",179.91,281.07,285.75,170.65,730.87,399.28,347.98,191.89,4602.45,76.58,139.09,306.99,450.44,257.52,123.86
"Aug 14, 2009",179.74,288.48,282.2,173.68,734.29,423.4,342.06,194.99,4615.95,80.92,139.93,306.43,464.21,253.46,123.85
"Aug 17, 2009",171.31,281.37,265.6,169.53,741.38,422.72,368.27,192.11,4714.95,79.77,139.72,310.53,471.43,260.27,120.83
"Aug 18, 2009",173.38,282.57,263.9,175.41,726.56,393.88,379.42,191.39,4811.9,79.19,142.92,310.69,479.27,255.28,121.79
"Aug 19, 2009",169.11,281.28,258.85,179.89,736.73,406.25,373.19,191.64,4823.9,80.11,140.75,308.63,486.39,252.96,120.72
"Aug 20, 2009",175.36,287.68,257.7,183.31,731.51,390.28,387.18,189.73,4782.0,82.58,141.23,301.49,503.36,258.92,123.76
"Aug 21, 2009",177.68,288.86,259.05,180.47,732.31,397.97,468.32,189.57,4800.65,84.19,136.4,293.49,502.38,258.54,125.65
"Aug 24, 2009",178.96,288.31,258.95,181.86,748.09,400.36,468.86,188.97,4791.3,80.98,136.33,292.89,502.48,253.35,127.47
"Aug 25, 2009",174.74,287.0,260.5,178.46,740.2,412.28,442.00,188.79,4761.3,81.7,139.75,295.03,500.09,255.95,126.62
"Aug 26, 2009",174.35,286.51,261.8,181.07,735.51,411.97,419.86,185.16,4728.2,83.01,140.85,296.78,501.01,253.29,128.77
"Aug 27, 2009",175.42,290.78,269.85,178.86,746.98,413.99,424.43,186.34,4652.05,85.2,135.92,298.63,494.93,245.87,130.96
"Aug 28, 2009",178.16,304.79,272.3,176.28,745.51,392.71,417.51,190.09,4700.0,83.6,135.35,298.24,482.59,244.73,129.18
"Aug 31, 2009",174.31,299.81,271.5,174.31,733.25,394.69,416.49,190.02,4694.75,86.86,136.03,301.82,479.58,242.02,126.3
"Sep 01, 2009",173.34,289.34,268.4,175.06,725.65,381.82,434.63,188.5,4684.55,88.24,134.77,300.93,476.67,246.85,125.6
"Sep 02, 2009",173.53,290.97,270.45,178.47,736.38,375.66,436.40,188.66,4778.9,91.08,133.25,300.81,492.2,252.14,123.88
